#CODE;RUSSIAN;x
EVTOPTD_HL_9001;Глиттергоф! Мой верный конь! Вызываю тебя на поединок!;x
EVTTOOLTIP_HL_9001A;Будет вызван на поединок по борьбе!;x
EVTOPTB_HL_9001;Я не вижу здесь достойных противников.;x
EVTOPTC_HL_9001;Это слишком опасно...;x
EVTDESC_HL_9003;Толпа завывает, когда Вы сходитесь со своим противником на поле. Вы кружите, пытаясь выгадать момент, и зажимаете противника в медвежьих объятиях. К сожалению, противник успел подставить локти, так что его не свалишь. Но, после нескольких минут яростной борьбы, Вы замечаете главную уязвимость соперника. Вы быстро отпускаете корпус, и, схватив его за ноги, опрокидываете на землю. Противник падает, и его локти касаются земли - Вы победили!;x
EVTOPTA_HL_9003;Мой противник жалок, я не помогу ему подняться.;x
EVTOPTB_HL_9003;Держись за мою руку, хороший был бой!;x
EVTOPTC_HL_9003;Победа моя, но мы разделим славу!;x
EVTOPTD_HL_9003;Это было прекрасно! Заходи ко мне в шатёр вечером.;x
EVTDESC_HL_9004;Толпа завывает, когда Вы сходитесь со своим противником на поле. Вы кружите, пытаясь выгадать момент, но тут противник зажимает Вас в медвежьих объятиях. К счастью, Вы успели подставить локти, и быстро выходите из захвата. После нескольких минут яростной борьбы Вы чувствуете усталость. Вдруг противник застаёт Вас врасплох, хватает за ноги, и бросает на землю. Вы повержены!;x
EVTOPTA_HL_9004;Плохая была затея...;x
EVTOPTB_HL_9004;Это честь, быть побеждённым таким бойцом, как ты!;x
EVTOPTC_HL_9004;Да как ты посмел? Я - твой хан!;x
EVTOPTD_HL_9004;Это было так... возбуждающе.;x
manly_skill_wrestling;Опытный борец;x
manly_skill_wrestling_desc;Эт[GetEtaEtot] [GetAgedPerson] мастерски владеет навыками борьбы.;x
denied_wrestling;Не хочет бороться;x
denied_wrestling_desc;Эт[GetEtaEtot] [GetAgedPerson] отказа[GetLasLsya] от участия в состязании по борьбе.;x
wrestling_win_vs_horse;Ты победил!;x
revoke_primary;Отозвать столицу округа;x
revoke_primary_desc;Я могу лишить столицу этого округа её столичного статуса.;x
pillage_settlement_named;Опустошить поселение [Root.GetName];x
SELECT_FLANKLEADER_RIGHT;Выбрать командующего правым флангом;x
SELECT_FLANKLEADER_CENTER;Выбрать командующего центральным подразделением;x
SELECT_FLANKLEADER_LEFT;Выбрать командующего левым флангом;x
SELECT_SUBUNIT_LEADER;Выбрать командующего подразделением;x
title_commander;Полководец;x
EVTDESC_WOL_11115;Мы пригласили дворян для участия в стратегической игре. Это будет не только забавно, но и полезно - учиться защищать родную землю от врагов. Все эти деревянные фигурки будут солдатами. Теперь осталось только придумать правила...;x
EVTOPTA_WOL_11115;Что ж, начнём пожалуй!;x
EVTOPTB_WOL_11115;Но не сегодня. У меня много дел.;x
EVTDESC_WOL_11117;Проклятье, никто не захотел играть... ну, то есть развивать стратегическое мышление.;x
EVTOPTA_WOL_11117;Скука смертная!;x
EVTDESC_WOL_11118;Когда мы согласовали правила, то решили, что [defender.GetFirstName] будет вместе со мной держать оборону, а [attacker.GetFirstName] - вести войска в наступление.;x
EVTOPTA_WOL_11118;Посмотрим, кто лучший полководец!;x
EVTDESC_WOL_11120;Враг начинает игру с лобовой атаки по центру.;x
EVTOPTA_WOL_11120;Все силы на защиту центра!;x
EVTOPTB_WOL_11120;Рассредоточиться. Отступаем к флангам.;x
EVTDESC_WOL_11121_GOOD;Игра становится интересной... Пока мы бросаем войска на защиту центра, враг - [attacker.GetFirstName], обрушивается на наши фланги, и скоро их сомнёт. [defender.GetFirstName] считает, что пора начать наступление из центра.;x
EVTDESC_WOL_11121_BAD;Игра становится интересной... Пока мы бросаем войска на защиту центра, враг - [attacker.GetFirstName], обрушивается на наши фланги, и скоро их сомнёт. [defender.GetFirstName] предлагает послать конницу на защиту флангов.;x
EVTOPTA_WOL_11121;Скорее, конницу к флангам!;x
EVTOPTB_WOL_11121;Центр в контратаку!;x
EVTOPTC_WOL_11121;Держать строй! Не сдавать центр!;x
EVTDESC_WOL_11122_GOOD;Противник - [attacker.GetFirstName], продолжает наступление по центру, но [attacker.GetHersHis] конница обходит нас с флангов. [defender.GetFirstName] советует ударить по ней крупными силами прямо сейчас.;x
EVTDESC_WOL_11122_BAD;Противник - [attacker.GetFirstName], продолжает наступление по центру, но [attacker.GetHersHis] конница обходит нас с флангов. [defender.GetFirstName] настаивает, что надо удерживать центр любой ценой.;x
EVTOPTA_WOL_11122;Левый и правый фланги, атакуйте конницу!;x
EVTOPTB_WOL_11122;Бросим резервы на перехват конницы.;x
EVTOPTC_WOL_11122;Держать строй! Не сдавать центр!;x
EVTDESC_WOL_11123_GOOD;Пока наши войска покидают центр, [attacker.GetFirstName] усиливает натиск на него. [defender.GetFirstName] предлагает окружить центр врага рассредоточившимися силами.;x
EVTDESC_WOL_11123_BAD;Пока наши войска покидают центр, [attacker.GetFirstName] усиливает натиск на него. [defender.GetFirstName] предлагает вернуться к центру и удерживать строй.;x
EVTOPTA_WOL_11123;Атакуем по центру!;x
EVTOPTB_WOL_11123;Вернуться в строй или мы потеряем центр!;x
EVTOPTC_WOL_11123;Разделяемся и окружаем врага.;x
EVTDESC_WOL_11124_GOOD;[attacker.GetFirstName] решает сомкнуть ряды и укрепить строй, видя, как наши войска ускользают от [attacker.GetHersHis] лобовой атаки. [defender.GetFirstName] говорит, надо давить на центр, пока враг колеблется.;x
EVTDESC_WOL_11124_BAD;[attacker.GetFirstName] решает сомкнуть ряды и укрепить строй, видя, как наши войска ускользают от [attacker.GetHersHis] лобовой атаки. [defender.GetFirstName] советует укрепить фланги, пока враг бездействует.;x
EVTOPTA_WOL_11124;Центр в контратаку!;x
EVTOPTB_WOL_11124;Укрепить фланги.;x
EVTOPTC_WOL_11124;Укрепим левый фланг за счёт центра и контратакуем.;x
EVTDESC_WOL_11130;В начале партии враг пытается скорее утвердиться на холмах, чтобы получить стратегическое преимущество.;x
EVTOPTA_WOL_11130;Вперёд! Надо оказаться там раньше!;x
EVTOPTB_WOL_11130;В атаку! Не дайте им достичь холмов!;x
EVTDESC_WOL_11131_GOOD;Наши войска занимают холм раньше, но [attacker.GetFirstName] коварно улыбается - [attacker.GetHersHis] войска прятались с другой стороны холма. [defender.GetFirstName] предлагает сосредоточить все силы на атаке одного вражеского отряда.;x
EVTDESC_WOL_11131_BAD;Наши войска занимают холм раньше, но [attacker.GetFirstName] коварно улыбается - [attacker.GetHersHis] войска прятались с другой стороны холма. [defender.GetFirstName] советует разделиться и окружить войска противника.;x
EVTOPTA_WOL_11131;Атаковать холмы?! Что за чушь? Укрепляйте оборону!;x
EVTOPTB_WOL_11131;Рассредоточить силы. Окружим этих трусов.;x
EVTOPTC_WOL_11131;Все силы в атаку!;x
EVTDESC_WOL_11132_GOOD;Наш отряд достигает вершины холма одновременно с врагом, и начинается сражение. [defender.GetFirstName] советует рапределить наши уставшие войска равномерно.;x
EVTDESC_WOL_11132_BAD;Наш отряд достигает вершины холма одновременно с врагом, и начинается сражение. [defender.GetFirstName] предлагает ударить противника с фланга, пока есть возможность.;x
EVTOPTA_WOL_11132;Построиться!;x
EVTOPTB_WOL_11132;Ударим в центр.;x
EVTOPTC_WOL_11132;Все силы на левый фланг!;x
EVTDESC_WOL_11133_GOOD;[attacker.GetFirstName] вступает в бой с нашими войсками, упустив возможность занять холмы. [defender.GetFirstName] советует воспользоваться этим и разместить на них наши войска.;x
EVTDESC_WOL_11133_BAD;[attacker.GetFirstName] вступает в бой с нашими войсками, упустив возможность занять холмы. [defender.GetFirstName] советует ударить противника с тыла, пока он на равнине.;x
EVTOPTA_WOL_11133;Обойдём их с фланга и окружим.;x
EVTOPTB_WOL_11133;Они уязвимы. В атаку!;x
EVTOPTC_WOL_11133;Пусть конница прикроет наш отход к холмам.;x
EVTDESC_WOL_11134_GOOD;[attacker.GetFirstName] упрямо продвигает свой отряд к холму, не взирая на ущерб, наносимый нашими войсками. [defender.GetFirstName] предлагает изменить тактику и занять холмы, пока не поздно.;x
EVTDESC_WOL_11134_BAD;[attacker.GetFirstName] упрямо продвигает свой отряд к холму, не взирая на ущерб, наносимый нашими войсками. [defender.GetFirstName] предлагает обойти противника и ударить с тыла.;x
EVTOPTA_WOL_11134;Они измотаны, в атаку!;x
EVTOPTB_WOL_11134;Бросим все силы на занятие холма.;x
EVTOPTC_WOL_11134;Атакуем их с тыла.;x
EVTDESC_WOL_11140_WIN1;Измотанный противник вынужден штурмом брать возвышенность, которую заняли наши войска - бессмысленное занятие. Очевидно, что победа за нами.;x
EVTDESC_WOL_11140_WIN2;Мы удерживали позиции, пока противник всё больше уставал. Вскоре было поздно даже пытаться рассеять наши ряды, силы уже были не равны. Победа за нами!;x
EVTDESC_WOL_11140_WIN3;Превосходя противника в численности, мы громили отряды противника на холмах один за другим, пока полностью не заняли всю стратегическу высоту, что и предрешило победу нашей команды.;x
EVTDESC_WOL_11140_WIN4;Начав атаку, мы прорываем центр вражеских войск и с лёгкостью громим разделённую армию. Как результат - неоспоримая победа!;x
EVTDESC_WOL_11140_WIN5;Противник допустил оплошность, дав возможность окружить свои полки. С легкостью уничтожив их, мы одерживали победу.;x
EVTDESC_WOL_11140_WIN6;Противник направил удар всей своей армии в наш центр, но так и не смог его сломить. А в это время наши фланги, уничтожив конницу, продолжили наступление и окружив центр врага, обеспечили нам победу.;x
EVTDESC_WOL_11140_LOSS1;Не стоило сосредотачивать все силы в центре! Противник смял наши фланги и окружил нас, медленно, но неуклонно сжимая кольцо, пока мы не признали поражение.;x
EVTDESC_WOL_11140_LOSS2;Наше решение атаковать противника, стремительно занимающего всё более высокую позицию, привело к катастрофическим последствиям. Наше войско потеряло много воинов, и мы были вынуждены признать поражение.;x
EVTDESC_WOL_11140_LOSS3;Наши войска слишком измотаны и рассредоточены, чтобы провести быстрое наступление. [attacker.GetFirstName] занимает оборонительную позицию и отбивает все наши атаки. Численное преимущество быстро растёт в пользу противника. Мы проиграли.;x
EVTDESC_WOL_11140_LOSS4;Наши измотанные войска не справились с наступлением. Атака захлебнулась, и противник, получив численный перевес, быстро одержал победу.;x
EVTDESC_WOL_11140_LOSS5;Спустя некоторое время стало очевидно - мы теряем больше войск, чем наш противник. В конце концов [attacker.GetFirstName] побеждает.;x
EVTDESC_WOL_11140_LOSS6;Наша попытка усилить центр не возымела успеха. Это нужно было делать раньше! А тем временем [attacker.GetFirstName] берёт нас в клещи. Не сумев сдержать натиск, мы признали поражение.;x
EVTDESC_WOL_11140_LOSS7;Наши попытки противостоять коннице не имели успеха. Медленно, но верно она расправилась с флангами и ударив по измотанному центру с тыла разгромила наши войска.;x
EVTDESC_WOL_11140_LOSS8;Мы пытались держать фланги, тем не менее, атака за атакой, противник ослаблял их, до тех пор, пока они не дрогнули. Наконец, собрав все силы, [attacker.GetFirstName] проводит решительную атаку, и наше войско полностью разбито!;x
EVTOPTA_WOL_11140;Люблю стратегические игры!;x
EVTOPTB_WOL_11140;Хорошая игра.;x
EVTOPTD_WOL_11140;Перевернуть стол, рассыпав фигуры.;x
