nickevents.17.desc;Кое-что во мне расстраивает других. Я известен как [This.GetTitledFirstName]...;;;;;;;;;x;;;;;
nickevents.18.a;...Язычник!;;;;;;;;;x;;;;;
nickevents.18.desc;"Я часть той сферы, которая соответствует моим убеждениям.  Мои ""хорошие"" знакомые знают меня как [This.GetTitledFirstName]...";;;;;;;;;x;;;;;
nickevents.19.a;...Преподобный!;;;;;;;;;x;;;;;
nickevents.19.desc;Я хороший священник. Есть те, кто называют меня [This.GetTitledFirstName]...;;;;;;;;;x;;;;;
nickevents.2.a;...Дракон!;;;;;;;;;x;;;;;
nickevents.2.b;...Грозный!;;;;;;;;;x;;;;;
nickevents.2.c;...Жестокий!;;;;;;;;;x;;;;;
nickevents.2.d;...Дьявол!;;;;;;;;;x;;;;;
nickevents.2.desc;Я живу по принципу - пусть лучше меня боятся, чем любят. Хотя многие презирают меня из-за жестокости, мало кто отрицает силу моей власти. Меня стали называть [This.GetTitledFirstName]...;;;;;;;;;x;;;;;
nickevents.20.a;...Крестоносец!;;;;;;;;;x;;;;;
nickevents.20.b;...Молот!;;;;;;;;;x;;;;;
nickevents.20.c;...Победоносец!;;;;;;;;;x;;;;;
nickevents.20.d;...Мстительный!;;;;;;;;;x;;;;;
nickevents.20.desc;Я довольно известен благодаря моим походам против язычников. Мои подданные стали называть меня [This.GetTitledFirstName]...;;;;;;;;;x;;;;;
nickevents.3.a;...Проклятый!;;;;;;;;;x;;;;;
nickevents.3.b;...Неразумный!;;;;;;;;;x;;;;;
nickevents.3.c;...Коварный!;;;;;;;;;x;;;;;
nickevents.3.d;...Порочный!;;;;;;;;;x;;;;;
nickevents.3.desc;Из-за моего жестокого характера и слабых способностей к правлению, народ не любит меня. За моей спиной, эти негодяи осмеливаются называть меня [This.GetTitledFirstName]...;;;;;;;;;x;;;;;
nickevents.4.a;...Бастард!;;;;;;;;;x;;;;;
nickevents.4.desc;Все, кажется, забыли, что я родился вне брака. Я известен в качестве [This.GetTitledFirstName]...;;;;;;;;;x;;;;;
nickevents.5.a;...Старый!;;;;;;;;;x;;;;;
nickevents.5.b;...Подагрик!;;;;;;;;;x;;;;;
nickevents.5.desc;Мой возраст все люди, кажется, уже знают. Я известен в качестве [This.GetTitledFirstName]...;;;;;;;;;x;;;;;
nickevents.6.a;...Молчаливый!;;;;;;;;;x;;;;;
nickevents.6.desc;Я известен в качестве тихой и спокойной личности. Есть те, кто называет меня [This.GetTitledFirstName]...;;;;;;;;;x;;;;;
nickevents.7.a;...Толстый!;;;;;;;;;x;;;;;
nickevents.7.b;...Пьяница!;;;;;;;;;x;;;;;
nickevents.7.desc;Моя снисходительность привела к тому, что мне дали прозвище [This.GetTitledFirstName]...;;;;;;;;;x;;;;;
nickevents.8.a;...Женоподобный!;;;;;;;;;x;;;;;
nickevents.8.desc;По некоторым причинам, другие находят мою личность сказочно смешной. Я осмеян своими сверстниками как [This.GetTitledFirstName]...;;;;;;;;;x;;;;;
nickevents.9.a;...Привлекательный!;;;;;;;;;x;;;;;
nickevents.9.desc;Никто не хочет видеть во мне что-либо кроме моей внешности. Теперь я известен как [This.GetTitledFirstName]...;;;;;;;;;x;;;;;
obj_bastard_legit_desc;[This.GetTitledFirstName] хочет видеть своего внебрачного сына включенным в наследование.;;;;;;;;;x;;;;;
obj_bastard_legit_title;Смотрите, его сын-бастард узаконен;;;;;;;;;x;;;;;
obj_become_great_general_desc;[This.GetTitledFirstName] хочет стать великим полководцем, чьи бои и стратегии изучают по всему Нирну.;;;;;;;;;;;;;x;
obj_become_great_general_title;Стать великим генералом;;;;;;;;;;;;;x;
obj_become_regent_desc;Вместе с [This.GetHerHis] сеньор в настоящее время не в состоянии управлять, [This.GetTitledFirstName] хочет править государством.;;;;;;;;;;;;;x;
obj_become_regent_title;Стать Регентом;;;;;;;;;;;;;x;
obj_church_career_desc;[This.GetTitledFirstName] хочет стать священником.;;;;;;;;;;;;;x;
obj_church_career_title;Стремится к церковной карьере;;;;;;;;;;;;;x;
obj_get_nick_desc;[This.GetTitledFirstName] хочет быть известным за это на всей территории страны.;;;;;;;;;;;;;x;
obj_get_nick_title;Заслужить прозвище;;;;;;;;;;;;;x;
obj_great_council_desc;[This.GetTitledFirstName] хочет объединить лучшие умы в известном мире, и нанять их на службу в совет [This.GetHerHis] .;;;;;;;;;;;;;x;
obj_great_council_title;Собрать Большой Совет;;;;;;;;;;;;;x;
obj_lead_troops_desc;[This.GetTitledFirstName] хочет доказать свою ценность на поле боя.;;;;;;;;;;;;;x;
obj_lead_troops_infidel_desc;[This.GetTitledFirstName] хочет сталкиваться с язычниками в бою.;;;;;;;;;;;;;x;
obj_lead_troops_infidel_title;Показать храбрость в бою с иноверцами;;;;;;;;;;;;;x;
obj_lead_troops_muslim_desc;[This.GetTitledFirstName] хочет сталкиваться с язычниками в бою.;;;;;;;;;;;;;x;
obj_lead_troops_muslim_title;Показать храбрость в бою против неверных;;;;;;;;;;;;;x;
obj_lead_troops_title;Показать храбрость в бою;;;;;;;;;;;;;x;
obj_make_a_friend_desc;[This.GetTitledFirstName] хочет завести с кем-нибудь близкую дружбу.;;;;;;;;;;;;;x;
obj_make_a_friend_title;Завести друга;;;;;;;;;;;;;x;
obj_mentor_liege_child_desc;[This.GetTitledFirstName] желает воспитывать одного из [This.GetHerHis] детей сюзерена в возрасте до 16 лет.;;;;;;;;;;;;;x;
obj_mentor_liege_child_title;Воспитывать ребёнка сюзерена до 16 лет;;;;;;;;;;;;;x;
obj_peace_10_year_desc;[This.GetTitledFirstName] желает 10 лет мира.;;;;;;;;;;;;;x;
obj_peace_10_year_title;Править в мире в течение 10 лет;;;;;;;;;;;;;x;
obj_reduce_decadence_desc;[This.GetTitledFirstName] хочет сделать [This.GetHerHis] династию менее декадентской.;;;;;;;;;;;;;x;
obj_reduce_decadence_title;Уменьшить упадок династии;;;;;;;;;;;;;x;
obj_reign_10_years_desc;[This.GetTitledFirstName] хочет править своим государством не менее 10 славных лет.;;;;;;;;;;;;;x;
obj_reign_10_years_title;Править в течение 10 лет.;;;;;;;;;;;;;x;
obj_reign_20_years_desc;[This.GetTitledFirstName] хочет править своим государством не менее 20 славных лет.;;;;;;;;;;;;;x;
obj_reign_20_years_title;Править в течение 20 лет.;;;;;;;;;;;;;x;
obj_reign_30_years_desc;[This.GetTitledFirstName] хочет править своим государством не менее 30 славных лет.;;;;;;;;;;;;;x;
obj_reign_30_years_title;Править в течение 30 лет.;;;;;;;;;;;;;x;
obj_spouse_councillor_desc;[This.GetTitledFirstName] хочет [This.GetHerHis] найти для своей супруги должность в совете.;;;;;;;;;;;;;x;
obj_spouse_councillor_title;Сделать супруга своим советником;;;;;;;;;;;;;x;
obj_uncover_plot_desc;[This.GetTitledFirstName] хочет разоблачить заговор, чтобы доказать [This.GetHerHis] своё мастерство в придворной интриге.;;;;;;;;;;;;;x;
obj_uncover_plot_title;Раскрыть заговор;;;;;;;;;;;;;x;
obj_ward_liege_child_desc;[This.GetTitledFirstName] хочет воспитывать одного из [This.GetHerHis] детей сюзерена.;;;;;;;;;;;;;x;
obj_ward_liege_child_title;Обучать ребёнка сюзерена;;;;;;;;;;;;;x;
opinion_abuse_power;Злоупотребить властью ради друга;;;;;;;;;;;;;x;
opinion_helpful_friend;Помочь другу;;;;;;;;;;;;;x;
opinion_refused_legit_request;Отклонить запрос на легитимизацию;;;;;;;;;;;;;x;
opinion_stopped_my_war;Остановите мою войну;;;;;;;;;;;;;x;
opinion_uncovered_plot;Разоблачить заговор;;;;;;;;;;;;;x;
opinion_unhelpful_friend;Бесполезный друг;;;;;;;;;;;;;x;
peace_declared_10_timer;Мирное правление;;;;;;;;;;;;;x;
plot_seduce_for_men_decision_100;[Root.GetPlot];;;;;;;;;;;;;x;
plot_seduce_for_men_decision_100_desc;Попытка соблазнить цель.;;;;;;;;;;;;;x;
plot_seduce_for_men_desc;[From.GetTitledFirstName] хочет в кровать [This.GetTitledFirstName].;;;;;;;;;;;;;x;
plot_seduce_for_men_title;Seduce [This.GetBestName];;;;;;;;;;;;;x;
plot_seduce_liege_decision_100;[Root.GetPlot];;;;;;;;;;;;;x;
plot_seduce_liege_decision_100_desc;Попытка соблазнить цель.;;;;;;;;;;;;;x;
plot_seduce_liege_desc;[From.GetTitledFirstName] хочет в кровать [This.GetTitledFirstName].;;;;;;;;;;;;;x;
plot_seduce_liege_title;Соблазнить [This.GetBestName];;;;;;;;;;;;;x;
regentevents.0.desc;[Root.Liege.GetTitledFirstName] текущий регент не подходит. Я должен быть регентом!;;;;;;;;;;;;;x;
request_legit_for_son;Запрос на легитимизацию внебрачных сыновей;;;;;;;;;;;;;x;
request_legit_for_son_desc;Попросите отца вашего бастарда, чтобы  он узаконил своего внебрачного сына.;;;;;;;;;;;;;x;
reveal_plots_dec;Разоблачить заговор;;;;;;;;;;;;;x;
reveal_plots_dec_desc;Разоблачить существующий заговор.;;;;;;;;;;;;;x;
seduceplot.0.desc;Сработало! Скорее всего, у меня будет ребёнок.;;;;;;;;;;;;;x;
seduceplot.1.a;Я надеюсь, что она не беременна...;;;;;;;;;;;;;x;
seduceplot.1.desc;Я влюбился в [From.GetTitledFirstName].;;;;;;;;;;;;;x;
seduceplot.10.a;Время вести эту интрижку.;;;;;;;;;;;;;x;
seduceplot.10.b;"Скажите [From.GetHerHim] ""не сейчас"".";;;;;;;;;;;;;x;
seduceplot.10.desc;[From.GetFirstName] связался со мной, сказав [From.GetSheHe] о том, что считает [From.GetSheHe] возможным помочь мне в достижении цели заговора в частном порядке...;;;;;;;;;;;;;x;
seduceplot.11.a;Сейчас или никогда!;;;;;;;;;;;;;x;
seduceplot.11.b;Мне не хватает смелости...;;;;;;;;;;;;;x;
seduceplot.11.desc;Я выбрал самые красивые цветы и сочинил романтическую балладу.  Думаю, у меня есть возможность соблазнить [Root.PlotTarget.GetTitledName] застав её в одиночестве...;;;;;;;;;;;;;x;
seduceplot.12.a;Отправить сообщение для заговорщика.;;;;;;;;;;;;;x;
seduceplot.12.desc;"Мне довелось наблюдать появление романтической интрижки, и я думаю, что смогу облегчить ""личные встречи"" для этих двоих.";;;;;;;;;;;;;x;
seduceplot.13.a;Время принять этот заговор.;;;;;;;;;;;;;x;
seduceplot.13.b;"Сообщите [From.GetHerHim] ""не сейчас."".";;;;;;;;;;;;;x;
seduceplot.13.desc;[From.GetFirstName] связался со мной, сказав [From.GetSheHe] о том, что считает [From.GetSheHe] возможным помочь мне в достижении цели заговора в частном порядке...;;;;;;;;;;;;;x;
seduceplot.2.desc;Мои попытки соблазнения потерпели неудачу! Она презирает меня, и есть те, кто недоволен моими действиями.;;;;;;;;;;;;;x;
seduceplot.3.a;Отказ!;;;;;;;;;;;;;x;
seduceplot.3.desc;[From.GetTitledFirstName] пыталась соблазнить меня. Я смеялся над ней, и она ушла в слезах.;;;;;;;;;;;;;x;
seduceplot.4.desc;Сработало! У неё теперь, вероятно будет ребёнок.;;;;;;;;;;;;;x;
seduceplot.5.a;Я надеюсь, что я не беременна...;;;;;;;;;;;;;x;
seduceplot.5.desc;Я влюбился в [From.GetTitledFirstName].;;;;;;;;;;;;;x;
seduceplot.6.desc;Мои попытки соблазнения потерпели неудачу! Она презирает меня, и есть те, кто недоволен моими действиями.;;;;;;;;;;;;;x;
seduceplot.7.a;Отказ!;;;;;;;;;;;;;x;
seduceplot.7.desc;[From.GetTitledFirstName] пытался меня соблазнить. Я посмеялась над ним и он ушел недовольным.;;;;;;;;;;;;;x;
seduceplot.8.a;Сейчас или никогда!;;;;;;;;;;;;;x;
seduceplot.8.b;Мне не хватает смелости...;;;;;;;;;;;;;x;
seduceplot.8.desc;Я старательно улучшала свою внешность, и думаю, у меня есть возможность соблазнить [Root.PlotTarget.GetTitledName] застав его в одиночестве...;;;;;;;;;;;;;x;
seduceplot.9.a;Отправить сообщение для заговорщика.;;;;;;;;;;;;;x;
seduceplot.9.desc;"Мне довелось наблюдать появление романтической интрижки, и я думаю, что смогу облегчить ""личные встречи"" для этих двоих.";;;;;;;;;;;;;x;
seduce_plot_attempt_tooltip;[Root.GetFirstName] попытки соблазнения.;;;;;;;;;;;;;x;
seduce_plot_fail_tooltip;Не удалось!;;;;;;;;;;;;;x;
seduce_plot_success_tooltip;Получилось!;;;;;;;;;;;;;x;
tipped_off_tooltip;Жертва предупреждена.;;;;;;;;;;;;;x;
uncovered_tooltip;Интрига раскрыта!;;;;;;;;;;;;;x;
uncoverevents.0.a;Я буду разбираться дальше.;;;;;;;;;;;;;x;
uncoverevents.0.desc;Кто-то из придворных ведет себя подозрительно... Я чую заговор!;;;;;;;;;;;;;x;
uncoverevents.1.a;Я надеюсь, что он держит рот на замке...;;;;;;;;;;;;;x;
uncoverevents.1.desc;У меня есть стойкое ощущение, что кто-то знает о моем заговоре.;;;;;;;;;;;;;x;
uncoverevents.2.a;Разоблачить этот заговор!;;;;;;;;;;;;;x;
uncoverevents.2.b;Уничтожить доказательства и молчать.;;;;;;;;;;;;;x;
uncoverevents.2.desc;Я нашел несколько улик, подтверждающих коварную интригу,  созданную [From.GetTitledFirstName] в отношении [From.GetPlot].;;;;;;;;;;;;;x;
uncoverevents.3.desc;Мой заговор был раскрыт [From.GetTitledFirstName]!;;;;;;;;;;;;;x;
uncoverevents.4.a;Мой герой!;;;;;;;;;;;;;x;
uncoverevents.4.desc;[From.GetTitledFirstName] сообщил мне о заговоре, созданном против меня.;;;;;;;;;;;;;x;
veteran;Veteran;Ветеран;;;;;;;;;;;;;x
veteran_desc;Этот персонаж является опытным воином, проявившим себя на поле боя.;;;;;;;;;;;;;x;
PARAGON_OBJ_THEOCRATIC_VASSAL_BOOST_CT;Все §Yвассалы теократы§! улучшат мнение о вас на §G25§! (Образец добродетели) на §Y10 лет§!.;;;;;;;;;;;;;x
EXALTED_OBJ_VASSAL_BOOST_CT;Все §Yвассалы§! улучшат мнение о вас на §G5§! (Благородный) на §Y10 лет§!.;;;;;;;;;;;;;x
