ekresettlement116desc;Уничтожение целых групп населения, безусловно, прибавляет врагов [Root.GetManWoman]. Вам всё труднее и труднее доверять людям, в конце концов, любой прохожий на улице может быть из числа недовольных выживших.;;;;;;;;;;;;;x
ekresettlement116opta;Доверие - это слабость!;;;;;;;;;;;;;x

ekresettlement117desc;Ваши действия показали, что у вас не хватает терпения для событий, которые идут своим чередом. Вы, скорее, склоняетесь к тому, чтобы ускорить длительный процесс - с помощью острого меча. Нет слишком большой цены, нет слишком серьезных последствий. Если в этом мире есть то, что вы желаете, то вы решили что получите это. С помощью любых необходимых средств.;;;;;;;;;;;;;x
ekresettlement117opta;Они еще научатся бояться моего имени.;;;;;;;;;;;;;x

ekresettlement118desc;Ваше терпение истощалось с тех пор, как вы встали на путь завоевания. Ваши придворные избегают вас из-за страха вызвать ваш гнев, а ваши подданные опасаются того, что вы можете причинить им в своем гневе.;;;;;;;;;;;;;x
ekresettlement118opta;Я не терплю таких глупостей!;;;;;;;;;;;;;x

ekresettlement119desc;Вы пришли к выводу, что, возможно, вам вполне нравятся страдания, которые вы причиняете другим. Сожженные трупы и дома, оставленные вашими армиями, являются памятниками достижениям вашей неукротимой воли и служат подтверждением - все, кто против вас, постигнет такая участь. Вы улыбаетесь, довольствуясь осознанием всего этого.;;;;;;;;;;;;;x
ekresettlement119opta;Никто не посмеет перейти мне дорогу.;;;;;;;;;;;;;x

ekresettlement120desc;Проходя по коридорам вашего зала, вы слышите тихий гул. Начавшийся тихим, он постепенно становится громче. Кто-то зовет вас по имени, но это не придворный, которого вы узнаете. Вы пробираетесь к дверям замка, и перед вами во дворе появляется большая толпа людей - мужчин, женщин и детей, окровавленных и покромсанных, несущих все виды увечий. «[Root.GetDynName], вы были осуждены ... И мы ваша расплата...» - кричат они. Небо становится багровым, и мир вокруг вас начинает распадаться на части. Вы просыпаетесь, холодный пот капает с вашего лица. Это всё оказалось сном.;;;;;;;;;;;;;x
ekresettlement120opta;Они идут за мной, я уверен в этом...;;;;;;;;;;;;;x

ekresettlement121desc;Вы ловите себя на воспоминаниях о былых днях, когда вы вели ваши победоносные завоевательные походы по всему континенту, расширяя ваши владения всеми доступными способами и предавали мечу каждого, кто противился вашей воле. Не смотря на осуждения вашими соверменниками, вы задаетесь вопросом, не слишком ли поздно для того, чтобы оставить своё прошлое позади и изменить свою жизнь.;;;;;;;;;;;;;x
ekresettlement121opta;Возможно я должен изменить свой жизненный путь...;;;;;;;;;;;;;x
ekresettlement121optb;Я не вижу причин для милосердия. Не сейчас и никогда.;;;;;;;;;;;;;x
ekresettlement121ct;В ваших попытках искупить себя вы не сможете уничтожать или изгонять завоеванные вами народы.;;;;;;;;;;;;;x

generate_loot_generic_text;Вы получите некоторое количество золота или артефакт случайного качества.;;;;;;;;;;;;;x

daedric_horde_province;Даэдрическая орда;;;;;;;;;;;;;x
daedric_horde_province_desc;Орда Даэдра называет эту провинцию своим домом. Она бродит по всей стране и несет с собой опустошение.;;;;;;;;;;;;;x
undead_horde_province;Орда Нежити;;;;;;;;;;;;;x
undead_horde_province_desc;Орда Нежити появилась в этой провинции, и большинство некогда живых жителей, теперь служат в ней. ;;;;;;;;;;;;;x

ekartifacts101desc;Взглянув на артефакт перед вами и, возможно, из-за острой боли, которую вы сейчас испытываете, вы понимаете, что кольцо, которое вы собираетесь надеть на палец, - это Кольцо Солнечного Огня, очень смертоносное для вампиров. Ношение этого кольца будет означать верную смерть - но, возможно, это то, что вы ищете...;;;;;;;;;;;;;x
ekartifacts101opta;Наконец-то, проклятие исчезло...;;;;;;;;;;;;;x
ekartifacts101optb;Агх, нет, убирайся!;;;;;;;;;;;;;x
ekartifacts102desc;Кольцо счастья, которое вы надели, определенно оправдывает свое название - вы уже чувствуете себя лучше;;;;;;;;;;;;;x
ekartifacts102opta;Какое облегчение!;;;;;;;;;;;;;x

RULE_AI_HANDICAP;§KElder Kings:§! Преимущество ИИ;;;;;;;;;;;;;x
RULE_OPTION_LBENABLED;Обычное Преимущество;;;;;;;;;;;;;x
RULE_OPTION_LBENABLED_DESC;§G(Рекомендованно)§! Даёт ИИ определенное колличество золота и возможных очков технологий ежегодно. Это в итоге приводит к более живому миру.;;;;;;;;;;;;;x
RULE_OPTION_LBMASOCHIST;Увеличеннео Преимущество;;;;;;;;;;;;;x
RULE_OPTION_LBMASOCHIST_DESC;Этот параметр повысит вероятность того, что ИИ получит больше золота и технологий. Этот параметр не был сделан с учетом баланса и должен использоваться только для пробных запусков.;;;;;;;;;;;;;x
RULE_OPTION_LBOFF_DESC;Отключить преимущество ИИ. ИИ будет гораздо труднее идти в ногу с игроком, а остальной мир, скорее всего, станет дряхлой заводью.;;;;;;;;;;;;;x

RULE_NO_COUNCIL_COMMANDERS;§KElder Kings:§! Командиры из Совета;;;;;;;;;;;;;x
RULE_OPTION_NCCENABLED;Не разрешено;;;;;;;;;;;;;x
RULE_OPTION_NCCENABLED_DESC;§G(Рекомендованно)§! С функцией Командиры из Совета установленой на 'не разрешено', советники не смогут обладать второтсепенным титулом 'Коммандир'.;;;;;;;;;;;;;x
RULE_OPTION_NCCDISABLED;Разрешено (Ванильная CK II);;;;;;;;;;;;;x
RULE_OPTION_NCCDISABLED_DESC;С функцией Командиры из Совета установленой на 'разрешено', советники не потеряют своего звания командира и при назначении в совете всё еще будут обладать этим титулом. Если вы выберете эту опцию, знайте, что я вас осуждаю.;;;;;;;;;;;;;x

destroy_ruins_tooltip;Руины в провинции будут уничтожены!;;;;;;;;;;;;;x
ekruins40desc;Неправильно проведенные раскопки и структурное пренебрежение под руководством нашего [Root.Owner.GetTreasurerName] привели к разрушению части руин в [Root.GetName]! Пройдет некоторое время, прежде чем мы сможем возобновить археологические раскопки на этом месте.;;;;;;;;;;;;;x
ekruins40opta;Такие вещи случаются...;;;;;;;;;;;;;x
ekruins40optb;Будь они прокляты, посмотрим сколько ущерба они смогут нанести, сидя в темнице!;;;;;;;;;;;;;x
ekruins40optc;Отправить рабочих для ремонта!;;;;;;;;;;;;;x
ekruins40optcsuccesstt;Рабочим удается смягчить уже нанесенный ущерб и предотвратить дополнительный ущерб!;;;;;;;;;;;;;x
ekruins40optcfailurett;Рабочие не могут разрешить ситуацию!;;;;;;;;;;;;;x

plot_invite_options;Параметры заговоров;;;;;;;;;;;;;x
plot_invite_options_desc;Активация либо отключение приглашений на участие в некоторых интригах.;;;;;;;;;;;;;x

ekevmisc10desc;Выберети предпочтения для участия в заговорах. ;;;;;;;;;;;;;x
ekevmisc10opt1a;Отказ от заговоров;;;;;;;;;;;;;x
ekevmisc10opt1b;Разрешить все заговоры;;;;;;;;;;;;;x
ekevmisc10opt2a;Отказ от участия в кражах артефактов;;;;;;;;;;;;;x
ekevmisc10opt2b;Участие в кражах артефактов;;;;;;;;;;;;;x
ekevmisc10opt3a;Отказ от участия похищениях ;;;;;;;;;;;;;x
ekevmisc10opt3b;Участие в похищениях ;;;;;;;;;;;;;x

vassal_title_law;Законы о вассальных титулах;;;;;;;;;;;;;x
vassal_title_law_desc;Эта юридическая группа контролирует, какие титулы могут создавать или не создавать ваши вассалы.;;;;;;;;;;;;;x

vassal_titular_kings_0;Ограниченные Вассальные Королевства;;;;;;;;;;;;;x
vassal_titular_kings_0_option;Ограниченно;;;;;;;;;;;;;x
vassal_titular_kings_0_desc;Монарх объявил вне закона создание титульных Королевств. В то время как вассалы, владеющие достаточно обширными землями, чтобы иметь законные права на высокое Королевство, не будут стеснены, второстепенные Короли пошли по пути Сиродильских птичьих людей;;;;;;;;;;;;;x

vassal_titular_kings_1;Свободные Вассальные Королевства;;;;;;;;;;;;;x
vassal_titular_kings_1_option;Свобода;;;;;;;;;;;;;x
vassal_titular_kings_1_desc;Вассалы обладают автономией в создании титульных Королевств.;;;;;;;;;;;;;x
